GCA_000773845.1	A	SRR392813	a_MTLa2_MTLa1	10.71
GCA_000773845.1	A	SRR392813	a_PAPa_OBPa_PIKa	17.38
GCA_000773845.1	A	SRR392813	alpha_MTLalpha2	0.00
GCA_000773845.1	A	SRR392813	alpha_MTLalpha1	0.00
GCA_000773845.1	A	SRR392813	alpha_OBP_PIK_PAP	0.01
GCA_000773845.1	A	SRR392813	control	15.68
GCA_000773825.1	A	SRR393516	a_MTLa2_MTLa1	8.52
GCA_000773825.1	A	SRR393516	a_PAPa_OBPa_PIKa	9.74
GCA_000773825.1	A	SRR393516	alpha_MTLalpha2	9.27
GCA_000773825.1	A	SRR393516	alpha_MTLalpha1	9.46
GCA_000773825.1	A	SRR393516	alpha_OBP_PIK_PAP	9.84
GCA_000773825.1	A	SRR393516	control	16.46
GCA_000774085.1	A	SRR393517	a_MTLa2_MTLa1	15.83
GCA_000774085.1	A	SRR393517	a_PAPa_OBPa_PIKa	17.75
GCA_000774085.1	A	SRR393517	alpha_MTLalpha2	0.00
GCA_000774085.1	A	SRR393517	alpha_MTLalpha1	0.00
GCA_000774085.1	A	SRR393517	alpha_OBP_PIK_PAP	0.23
GCA_000774085.1	A	SRR393517	control	16.41
GCA_000773755.1	A	SRR393524	a_MTLa2_MTLa1	13.93
GCA_000773755.1	A	SRR393524	a_PAPa_OBPa_PIKa	14.94
GCA_000773755.1	A	SRR393524	alpha_MTLalpha2	0.00
GCA_000773755.1	A	SRR393524	alpha_MTLalpha1	0.00
GCA_000773755.1	A	SRR393524	alpha_OBP_PIK_PAP	0.01
GCA_000773755.1	A	SRR393524	control	14.46
GCA_000775465.1	A+alpha	SRR393525	a_MTLa2_MTLa1	7.99
GCA_000775465.1	A+alpha	SRR393525	a_PAPa_OBPa_PIKa	9.35
GCA_000775465.1	A+alpha	SRR393525	alpha_MTLalpha2	9.72
GCA_000775465.1	A+alpha	SRR393525	alpha_MTLalpha1	9.44
GCA_000775465.1	A+alpha	SRR393525	alpha_OBP_PIK_PAP	8.63
GCA_000775465.1	A+alpha	SRR393525	control	16.75
GCA_000773745.1	A	SRR393526	a_MTLa2_MTLa1	15.07
